old_file_path,new_file_path,commit_SHA,parent_commit_SHA,commit_message,diff_myers,diff_histogram,matches
minimal-notebook/setup-scripts/setup-julia-packages.bash,minimal-notebook/setup-scripts/setup-julia-packages.bash,98d700d84df9d0dec35a2647ee0338df3161f590,095717cb5793a31d3ad994985c0f376f9fc58370,Unify julia scripts style,"diff --git a/minimal-notebook/setup-scripts/setup-julia-packages.bash b/minimal-notebook/setup-scripts/setup-julia-packages.bash
index 70ab730a..0be05426 100755
--- a/minimal-notebook/setup-scripts/setup-julia-packages.bash
+++ b/minimal-notebook/setup-scripts/setup-julia-packages.bash
@@ -1,8 +1,9 @@
 #!/bin/bash
+set -exuo pipefail
 # Requirements:
 # - Run as non-root user
+# - The JULIA_PKGDIR environment variable is set
 # - Julia is already set up, with the setup-julia.bash command
-set -exuo pipefail
 
 # Install base Julia packages
 julia -e '","diff --git a/minimal-notebook/setup-scripts/setup-julia-packages.bash b/minimal-notebook/setup-scripts/setup-julia-packages.bash
index 70ab730a..0be05426 100755
--- a/minimal-notebook/setup-scripts/setup-julia-packages.bash
+++ b/minimal-notebook/setup-scripts/setup-julia-packages.bash
@@ -1,8 +1,9 @@
 #!/bin/bash
+set -exuo pipefail
 # Requirements:
 # - Run as non-root user
+# - The JULIA_PKGDIR environment variable is set
 # - Julia is already set up, with the setup-julia.bash command
-set -exuo pipefail
 
 # Install base Julia packages
 julia -e '",Yes
minimal-notebook/setup-scripts/setup-julia.bash,minimal-notebook/setup-scripts/setup-julia.bash,98d700d84df9d0dec35a2647ee0338df3161f590,095717cb5793a31d3ad994985c0f376f9fc58370,Unify julia scripts style,"diff --git a/minimal-notebook/setup-scripts/setup-julia.bash b/minimal-notebook/setup-scripts/setup-julia.bash
index 95a76581..3aab076e 100755
--- a/minimal-notebook/setup-scripts/setup-julia.bash
+++ b/minimal-notebook/setup-scripts/setup-julia.bash
@@ -1,7 +1,7 @@
 #!/bin/bash
 set -exuo pipefail
 # Requirements:
-# - This script is run as the root user
+# - Run as the root user
 # - The JULIA_PKGDIR environment variable is set
 
 # Default julia version to install if env var is not set","diff --git a/minimal-notebook/setup-scripts/setup-julia.bash b/minimal-notebook/setup-scripts/setup-julia.bash
index 95a76581..3aab076e 100755
--- a/minimal-notebook/setup-scripts/setup-julia.bash
+++ b/minimal-notebook/setup-scripts/setup-julia.bash
@@ -1,7 +1,7 @@
 #!/bin/bash
 set -exuo pipefail
 # Requirements:
-# - This script is run as the root user
+# - Run as the root user
 # - The JULIA_PKGDIR environment variable is set
 
 # Default julia version to install if env var is not set",Yes
.github/actions/load-image/action.yml,.github/actions/load-image/action.yml,28c5a1bf1dd5f357071c2e775bf7c48ed816e42f,98d700d84df9d0dec35a2647ee0338df3161f590,Refactor handling of artifacts (#1930),"diff --git a/.github/actions/load-image/action.yml b/.github/actions/load-image/action.yml
index 6ce7c65b..55fa8c97 100644
--- a/.github/actions/load-image/action.yml
+++ b/.github/actions/load-image/action.yml
@@ -18,13 +18,12 @@ runs:
       uses: actions/download-artifact@v3
       with:
         name: ${{ inputs.image }}-${{ inputs.platform }}
-        path: /tmp/
+        path: /tmp/jupyter/images/
     - name: Load downloaded image to docker 📥
       run: |
-        docker load --input /tmp/${{ inputs.image }}-${{ inputs.platform }}.tar
+        docker load --input /tmp/jupyter/images/${{ inputs.image }}-${{ inputs.platform }}.tar
         docker image ls --all
       shell: bash
     - name: Delete the file 🗑️
-      run: rm -f /tmp/${{ inputs.image }}-${{ inputs.platform }}.tar
+      run: rm /tmp/jupyter/images/${{ inputs.image }}-${{ inputs.platform }}.tar
       shell: bash
-      if: always()","diff --git a/.github/actions/load-image/action.yml b/.github/actions/load-image/action.yml
index 6ce7c65b..55fa8c97 100644
--- a/.github/actions/load-image/action.yml
+++ b/.github/actions/load-image/action.yml
@@ -18,13 +18,12 @@ runs:
       uses: actions/download-artifact@v3
       with:
         name: ${{ inputs.image }}-${{ inputs.platform }}
-        path: /tmp/
+        path: /tmp/jupyter/images/
     - name: Load downloaded image to docker 📥
       run: |
-        docker load --input /tmp/${{ inputs.image }}-${{ inputs.platform }}.tar
+        docker load --input /tmp/jupyter/images/${{ inputs.image }}-${{ inputs.platform }}.tar
         docker image ls --all
       shell: bash
     - name: Delete the file 🗑️
-      run: rm -f /tmp/${{ inputs.image }}-${{ inputs.platform }}.tar
+      run: rm /tmp/jupyter/images/${{ inputs.image }}-${{ inputs.platform }}.tar
       shell: bash
-      if: always()",Yes
.github/workflows/docker-build-test-upload.yml,.github/workflows/docker-build-test-upload.yml,28c5a1bf1dd5f357071c2e775bf7c48ed816e42f,98d700d84df9d0dec35a2647ee0338df3161f590,Refactor handling of artifacts (#1930),"diff --git a/.github/workflows/docker-build-test-upload.yml b/.github/workflows/docker-build-test-upload.yml
index 880c4fd7..d3c7f26a 100644
--- a/.github/workflows/docker-build-test-upload.yml
+++ b/.github/workflows/docker-build-test-upload.yml
@@ -44,9 +44,7 @@ jobs:
           docker kill $(docker ps --quiet) || true
           docker rm $(docker ps --all --quiet) || true
           docker system prune --all --force
-          rm -rf /tmp/tags/
-          rm -rf /tmp/hist_lines/
-          rm -rf /tmp/manifests/
+          rm -rf /tmp/jupyter/
         shell: bash
 
       - name: Load parent built image to Docker 📥
@@ -70,44 +68,39 @@ jobs:
 
       - name: Write tags file 🏷
         run: |
-          python3 -m tagging.write_tags_file --short-image-name ${{ inputs.image }} --tags-dir /tmp/tags/ --owner ${{ env.OWNER }}
+          python3 -m tagging.write_tags_file --short-image-name ${{ inputs.image }} --tags-dir /tmp/jupyter/tags/ --owner ${{ env.OWNER }}
         shell: bash
       - name: Upload tags file 💾
         uses: actions/upload-artifact@v3
         with:
           name: ${{ inputs.image }}-${{ inputs.platform }}-tags
-          path: /tmp/tags/${{ inputs.platform }}-${{ inputs.image }}.txt
+          path: /tmp/jupyter/tags/${{ inputs.platform }}-${{ inputs.image }}.txt
           retention-days: 3
 
       - name: Write manifest and build history file 🏷
-        run: python3 -m tagging.write_manifest --short-image-name ${{ inputs.image }} --hist-line-dir /tmp/hist_lines/ --manifest-dir /tmp/manifests/ --owner ${{ env.OWNER }}
+        run: python3 -m tagging.write_manifest --short-image-name ${{ inputs.image }} --hist-line-dir /tmp/jupyter/hist_lines/ --manifest-dir /tmp/jupyter/manifests/ --owner ${{ env.OWNER }}
         shell: bash
       - name: Upload manifest file 💾
         uses: actions/upload-artifact@v3
         with:
           name: ${{ inputs.image }}-${{ inputs.platform }}-manifest
-          path: /tmp/manifests/${{ inputs.platform }}-${{ inputs.image }}-*.md
+          path: /tmp/jupyter/manifests/${{ inputs.platform }}-${{ inputs.image }}-*.md
           retention-days: 3
       - name: Upload build history line 💾
         uses: actions/upload-artifact@v3
         with:
           name: ${{ inputs.image }}-${{ inputs.platform }}-history_line
-          path: /tmp/hist_lines/${{ inputs.platform }}-${{ inputs.image }}-*.txt
+          path: /tmp/jupyter/hist_lines/${{ inputs.platform }}-${{ inputs.image }}-*.txt
           retention-days: 3
 
       - name: Save image as a tar for later use 💾
-        run: docker save ${{ env.OWNER }}/${{ inputs.image }} -o /tmp/${{ inputs.image }}-${{ inputs.platform }}.tar
+        run: |
+          mkdir -p /tmp/jupyter/images/
+          docker save ${{ env.OWNER }}/${{ inputs.image }} -o /tmp/jupyter/images/${{ inputs.image }}-${{ inputs.platform }}.tar
         shell: bash
       - name: Upload image as artifact 💾
         uses: actions/upload-artifact@v3
         with:
           name: ${{ inputs.image }}-${{ inputs.platform }}
-          path: /tmp/${{ inputs.image }}-${{ inputs.platform }}.tar
+          path: /tmp/jupyter/images/${{ inputs.image }}-${{ inputs.platform }}.tar
           retention-days: 3
-
-      # Self-hosted runners share a state (whole VM) between runs
-      - name: Cleanup artifacts 🗑️
-        run: |
-          rm -f /tmp/${{ inputs.image }}-${{ inputs.platform }}.tar
-        shell: bash
-        if: always()","diff --git a/.github/workflows/docker-build-test-upload.yml b/.github/workflows/docker-build-test-upload.yml
index 880c4fd7..d3c7f26a 100644
--- a/.github/workflows/docker-build-test-upload.yml
+++ b/.github/workflows/docker-build-test-upload.yml
@@ -44,9 +44,7 @@ jobs:
           docker kill $(docker ps --quiet) || true
           docker rm $(docker ps --all --quiet) || true
           docker system prune --all --force
-          rm -rf /tmp/tags/
-          rm -rf /tmp/hist_lines/
-          rm -rf /tmp/manifests/
+          rm -rf /tmp/jupyter/
         shell: bash
 
       - name: Load parent built image to Docker 📥
@@ -70,44 +68,39 @@ jobs:
 
       - name: Write tags file 🏷
         run: |
-          python3 -m tagging.write_tags_file --short-image-name ${{ inputs.image }} --tags-dir /tmp/tags/ --owner ${{ env.OWNER }}
+          python3 -m tagging.write_tags_file --short-image-name ${{ inputs.image }} --tags-dir /tmp/jupyter/tags/ --owner ${{ env.OWNER }}
         shell: bash
       - name: Upload tags file 💾
         uses: actions/upload-artifact@v3
         with:
           name: ${{ inputs.image }}-${{ inputs.platform }}-tags
-          path: /tmp/tags/${{ inputs.platform }}-${{ inputs.image }}.txt
+          path: /tmp/jupyter/tags/${{ inputs.platform }}-${{ inputs.image }}.txt
           retention-days: 3
 
       - name: Write manifest and build history file 🏷
-        run: python3 -m tagging.write_manifest --short-image-name ${{ inputs.image }} --hist-line-dir /tmp/hist_lines/ --manifest-dir /tmp/manifests/ --owner ${{ env.OWNER }}
+        run: python3 -m tagging.write_manifest --short-image-name ${{ inputs.image }} --hist-line-dir /tmp/jupyter/hist_lines/ --manifest-dir /tmp/jupyter/manifests/ --owner ${{ env.OWNER }}
         shell: bash
       - name: Upload manifest file 💾
         uses: actions/upload-artifact@v3
         with:
           name: ${{ inputs.image }}-${{ inputs.platform }}-manifest
-          path: /tmp/manifests/${{ inputs.platform }}-${{ inputs.image }}-*.md
+          path: /tmp/jupyter/manifests/${{ inputs.platform }}-${{ inputs.image }}-*.md
           retention-days: 3
       - name: Upload build history line 💾
         uses: actions/upload-artifact@v3
         with:
           name: ${{ inputs.image }}-${{ inputs.platform }}-history_line
-          path: /tmp/hist_lines/${{ inputs.platform }}-${{ inputs.image }}-*.txt
+          path: /tmp/jupyter/hist_lines/${{ inputs.platform }}-${{ inputs.image }}-*.txt
           retention-days: 3
 
       - name: Save image as a tar for later use 💾
-        run: docker save ${{ env.OWNER }}/${{ inputs.image }} -o /tmp/${{ inputs.image }}-${{ inputs.platform }}.tar
+        run: |
+          mkdir -p /tmp/jupyter/images/
+          docker save ${{ env.OWNER }}/${{ inputs.image }} -o /tmp/jupyter/images/${{ inputs.image }}-${{ inputs.platform }}.tar
         shell: bash
       - name: Upload image as artifact 💾
         uses: actions/upload-artifact@v3
         with:
           name: ${{ inputs.image }}-${{ inputs.platform }}
-          path: /tmp/${{ inputs.image }}-${{ inputs.platform }}.tar
+          path: /tmp/jupyter/images/${{ inputs.image }}-${{ inputs.platform }}.tar
           retention-days: 3
-
-      # Self-hosted runners share a state (whole VM) between runs
-      - name: Cleanup artifacts 🗑️
-        run: |
-          rm -f /tmp/${{ inputs.image }}-${{ inputs.platform }}.tar
-        shell: bash
-        if: always()",Yes
.github/workflows/docker-merge-tags.yml,.github/workflows/docker-merge-tags.yml,28c5a1bf1dd5f357071c2e775bf7c48ed816e42f,98d700d84df9d0dec35a2647ee0338df3161f590,Refactor handling of artifacts (#1930),"diff --git a/.github/workflows/docker-merge-tags.yml b/.github/workflows/docker-merge-tags.yml
index d977b889..7287b0cf 100644
--- a/.github/workflows/docker-merge-tags.yml
+++ b/.github/workflows/docker-merge-tags.yml
@@ -32,12 +32,12 @@ jobs:
         uses: actions/download-artifact@v3
         with:
           name: ${{ inputs.image }}-x86_64-tags
-          path: /tmp/tags/
+          path: /tmp/jupyter/tags/
       - name: Download aarch64 tags file 📥
         uses: actions/download-artifact@v3
         with:
           name: ${{ inputs.image }}-aarch64-tags
-          path: /tmp/tags/
+          path: /tmp/jupyter/tags/
 
       # Docker might be stuck when pulling images
       # https://github.com/docker/for-mac/issues/2083
@@ -57,5 +57,5 @@ jobs:
 
       - name: Merge tags for the images 🔀
         if: github.repository == 'jupyter/docker-stacks' && (github.ref == 'refs/heads/main' || github.event_name == 'schedule')
-        run: python3 -m tagging.merge_tags --short-image-name ${{ inputs.image }} --tags-dir /tmp/tags/
+        run: python3 -m tagging.merge_tags --short-image-name ${{ inputs.image }} --tags-dir /tmp/jupyter/tags/
         shell: bash","diff --git a/.github/workflows/docker-merge-tags.yml b/.github/workflows/docker-merge-tags.yml
index d977b889..7287b0cf 100644
--- a/.github/workflows/docker-merge-tags.yml
+++ b/.github/workflows/docker-merge-tags.yml
@@ -32,12 +32,12 @@ jobs:
         uses: actions/download-artifact@v3
         with:
           name: ${{ inputs.image }}-x86_64-tags
-          path: /tmp/tags/
+          path: /tmp/jupyter/tags/
       - name: Download aarch64 tags file 📥
         uses: actions/download-artifact@v3
         with:
           name: ${{ inputs.image }}-aarch64-tags
-          path: /tmp/tags/
+          path: /tmp/jupyter/tags/
 
       # Docker might be stuck when pulling images
       # https://github.com/docker/for-mac/issues/2083
@@ -57,5 +57,5 @@ jobs:
 
       - name: Merge tags for the images 🔀
         if: github.repository == 'jupyter/docker-stacks' && (github.ref == 'refs/heads/main' || github.event_name == 'schedule')
-        run: python3 -m tagging.merge_tags --short-image-name ${{ inputs.image }} --tags-dir /tmp/tags/
+        run: python3 -m tagging.merge_tags --short-image-name ${{ inputs.image }} --tags-dir /tmp/jupyter/tags/
         shell: bash",Yes
.github/workflows/docker-tag-push.yml,.github/workflows/docker-tag-push.yml,28c5a1bf1dd5f357071c2e775bf7c48ed816e42f,98d700d84df9d0dec35a2647ee0338df3161f590,Refactor handling of artifacts (#1930),"diff --git a/.github/workflows/docker-tag-push.yml b/.github/workflows/docker-tag-push.yml
index bd0baa0f..75e4a732 100644
--- a/.github/workflows/docker-tag-push.yml
+++ b/.github/workflows/docker-tag-push.yml
@@ -48,9 +48,9 @@ jobs:
         uses: actions/download-artifact@v3
         with:
           name: ${{ inputs.image }}-${{ inputs.platform }}-tags
-          path: /tmp/tags/
+          path: /tmp/jupyter/tags/
       - name: Apply tags to the loaded image 🏷
-        run: python3 -m tagging.apply_tags --short-image-name ${{ inputs.image }} --tags-dir /tmp/tags/ --platform ${{ inputs.platform }} --owner ${{ env.OWNER }}
+        run: python3 -m tagging.apply_tags --short-image-name ${{ inputs.image }} --tags-dir /tmp/jupyter/tags/ --platform ${{ inputs.platform }} --owner ${{ env.OWNER }}
 
       - name: Push Images to Docker Hub 📤
         if: github.repository == 'jupyter/docker-stacks' && (github.ref == 'refs/heads/main' || github.event_name == 'schedule')","diff --git a/.github/workflows/docker-tag-push.yml b/.github/workflows/docker-tag-push.yml
index bd0baa0f..75e4a732 100644
--- a/.github/workflows/docker-tag-push.yml
+++ b/.github/workflows/docker-tag-push.yml
@@ -48,9 +48,9 @@ jobs:
         uses: actions/download-artifact@v3
         with:
           name: ${{ inputs.image }}-${{ inputs.platform }}-tags
-          path: /tmp/tags/
+          path: /tmp/jupyter/tags/
       - name: Apply tags to the loaded image 🏷
-        run: python3 -m tagging.apply_tags --short-image-name ${{ inputs.image }} --tags-dir /tmp/tags/ --platform ${{ inputs.platform }} --owner ${{ env.OWNER }}
+        run: python3 -m tagging.apply_tags --short-image-name ${{ inputs.image }} --tags-dir /tmp/jupyter/tags/ --platform ${{ inputs.platform }} --owner ${{ env.OWNER }}
 
       - name: Push Images to Docker Hub 📤
         if: github.repository == 'jupyter/docker-stacks' && (github.ref == 'refs/heads/main' || github.event_name == 'schedule')",Yes
.github/workflows/docker-wiki-update.yml,.github/workflows/docker-wiki-update.yml,28c5a1bf1dd5f357071c2e775bf7c48ed816e42f,98d700d84df9d0dec35a2647ee0338df3161f590,Refactor handling of artifacts (#1930),"diff --git a/.github/workflows/docker-wiki-update.yml b/.github/workflows/docker-wiki-update.yml
index 9ae75dc8..d5747c64 100644
--- a/.github/workflows/docker-wiki-update.yml
+++ b/.github/workflows/docker-wiki-update.yml
@@ -20,12 +20,12 @@ jobs:
       - name: Download all manifests and history lines 📥
         uses: ./.github/actions/download-manifests
         with:
-          histLineDir: /tmp/hist_lines/
-          manifestDir: /tmp/manifests/
+          histLineDir: /tmp/jupyter/hist_lines/
+          manifestDir: /tmp/jupyter/manifests/
       - name: Display structure of downloaded files 🔍️
         run: |
-          ls -R /tmp/hist_lines/
-          ls -R /tmp/manifests/
+          ls -R /tmp/jupyter/hist_lines/
+          ls -R /tmp/jupyter/manifests/
         shell: bash
 
       - name: Checkout Wiki Repo 📃
@@ -35,7 +35,7 @@ jobs:
           path: wiki/
 
       - name: Update wiki page 🏷
-        run: python3 -m tagging.update_wiki_page --wiki-dir wiki/ --hist-line-dir /tmp/hist_lines/ --manifest-dir /tmp/manifests/
+        run: python3 -m tagging.update_wiki_page --wiki-dir wiki/ --hist-line-dir /tmp/jupyter/hist_lines/ --manifest-dir /tmp/jupyter/manifests/
         shell: bash
 
       - name: Push Wiki to GitHub 📤","diff --git a/.github/workflows/docker-wiki-update.yml b/.github/workflows/docker-wiki-update.yml
index 9ae75dc8..d5747c64 100644
--- a/.github/workflows/docker-wiki-update.yml
+++ b/.github/workflows/docker-wiki-update.yml
@@ -20,12 +20,12 @@ jobs:
       - name: Download all manifests and history lines 📥
         uses: ./.github/actions/download-manifests
         with:
-          histLineDir: /tmp/hist_lines/
-          manifestDir: /tmp/manifests/
+          histLineDir: /tmp/jupyter/hist_lines/
+          manifestDir: /tmp/jupyter/manifests/
       - name: Display structure of downloaded files 🔍️
         run: |
-          ls -R /tmp/hist_lines/
-          ls -R /tmp/manifests/
+          ls -R /tmp/jupyter/hist_lines/
+          ls -R /tmp/jupyter/manifests/
         shell: bash
 
       - name: Checkout Wiki Repo 📃
@@ -35,7 +35,7 @@ jobs:
           path: wiki/
 
       - name: Update wiki page 🏷
-        run: python3 -m tagging.update_wiki_page --wiki-dir wiki/ --hist-line-dir /tmp/hist_lines/ --manifest-dir /tmp/manifests/
+        run: python3 -m tagging.update_wiki_page --wiki-dir wiki/ --hist-line-dir /tmp/jupyter/hist_lines/ --manifest-dir /tmp/jupyter/manifests/
         shell: bash
 
       - name: Push Wiki to GitHub 📤",Yes
Makefile,Makefile,28c5a1bf1dd5f357071c2e775bf7c48ed816e42f,98d700d84df9d0dec35a2647ee0338df3161f590,Refactor handling of artifacts (#1930),"diff --git a/Makefile b/Makefile
index 8a71110a..c1a33edb 100644
--- a/Makefile
+++ b/Makefile
@@ -69,7 +69,7 @@ linkcheck-docs: ## check broken links
 
 hook/%: ## run post-build hooks for an image
 	python3 -m tagging.tag_image --short-image-name ""$(notdir $@)"" --owner ""$(OWNER)"" && \
-	python3 -m tagging.write_manifest --short-image-name ""$(notdir $@)"" --hist-line-dir /tmp/hist_lines/ --manifest-dir /tmp/manifests/ --owner ""$(OWNER)""
+	python3 -m tagging.write_manifest --short-image-name ""$(notdir $@)"" --hist-line-dir /tmp/jupyter/hist_lines/ --manifest-dir /tmp/jupyter/manifests/ --owner ""$(OWNER)""
 hook-all: $(foreach I, $(ALL_IMAGES), hook/$(I)) ## run post-build hooks for all images","diff --git a/Makefile b/Makefile
index 8a71110a..c1a33edb 100644
--- a/Makefile
+++ b/Makefile
@@ -69,7 +69,7 @@ linkcheck-docs: ## check broken links
 
 hook/%: ## run post-build hooks for an image
 	python3 -m tagging.tag_image --short-image-name ""$(notdir $@)"" --owner ""$(OWNER)"" && \
-	python3 -m tagging.write_manifest --short-image-name ""$(notdir $@)"" --hist-line-dir /tmp/hist_lines/ --manifest-dir /tmp/manifests/ --owner ""$(OWNER)""
+	python3 -m tagging.write_manifest --short-image-name ""$(notdir $@)"" --hist-line-dir /tmp/jupyter/hist_lines/ --manifest-dir /tmp/jupyter/manifests/ --owner ""$(OWNER)""
 hook-all: $(foreach I, $(ALL_IMAGES), hook/$(I)) ## run post-build hooks for all images",Yes
tests/base-notebook/test_npm_package_manager.py,tests/base-notebook/test_npm_package_manager.py,2343fdba34b1959f7b6cd06c7ee3e61ae4d303f2,28c5a1bf1dd5f357071c2e775bf7c48ed816e42f,"Add run_command script in tests (#1931)

* Add run_command script in tests

* Fix

* Add timeout back","diff --git a/tests/base-notebook/test_npm_package_manager.py b/tests/base-notebook/test_npm_package_manager.py
index 4d94dfbb..8bcba8c3 100644
--- a/tests/base-notebook/test_npm_package_manager.py
+++ b/tests/base-notebook/test_npm_package_manager.py
@@ -1,14 +1,10 @@
 # Copyright (c) Jupyter Development Team.
 # Distributed under the terms of the Modified BSD License.
 
-import logging
-
 from tests.conftest import TrackedContainer
-from tests.package_helper import run_package_manager
-
-LOGGER = logging.getLogger(__name__)
+from tests.run_command import run_command
 
 
 def test_npm_package_manager(container: TrackedContainer) -> None:
     """"""Test that npm is installed and runs.""""""
-    run_package_manager(container, ""npm"", ""--version"")
+    run_command(container, ""npm --version"")","diff --git a/tests/base-notebook/test_npm_package_manager.py b/tests/base-notebook/test_npm_package_manager.py
index 4d94dfbb..8bcba8c3 100644
--- a/tests/base-notebook/test_npm_package_manager.py
+++ b/tests/base-notebook/test_npm_package_manager.py
@@ -1,14 +1,10 @@
 # Copyright (c) Jupyter Development Team.
 # Distributed under the terms of the Modified BSD License.
 
-import logging
-
 from tests.conftest import TrackedContainer
-from tests.package_helper import run_package_manager
-
-LOGGER = logging.getLogger(__name__)
+from tests.run_command import run_command
 
 
 def test_npm_package_manager(container: TrackedContainer) -> None:
     """"""Test that npm is installed and runs.""""""
-    run_package_manager(container, ""npm"", ""--version"")
+    run_command(container, ""npm --version"")",Yes
tests/datascience-notebook/test_julia.py,tests/datascience-notebook/test_julia.py,2343fdba34b1959f7b6cd06c7ee3e61ae4d303f2,28c5a1bf1dd5f357071c2e775bf7c48ed816e42f,"Add run_command script in tests (#1931)

* Add run_command script in tests

* Fix

* Add timeout back","diff --git a/tests/datascience-notebook/test_julia.py b/tests/datascience-notebook/test_julia.py
deleted file mode 100644
index 5ed9d1dc..00000000
--- a/tests/datascience-notebook/test_julia.py
+++ /dev/null
@@ -1,18 +0,0 @@
-# Copyright (c) Jupyter Development Team.
-# Distributed under the terms of the Modified BSD License.
-import logging
-
-from tests.conftest import TrackedContainer
-
-LOGGER = logging.getLogger(__name__)
-
-
-def test_julia(container: TrackedContainer) -> None:
-    """"""Basic julia test""""""
-    LOGGER.info(""Test that julia is correctly installed ..."")
-    logs = container.run_and_wait(
-        timeout=5,
-        tty=True,
-        command=[""start.sh"", ""bash"", ""-c"", ""julia --version""],
-    )
-    LOGGER.debug(logs)","diff --git a/tests/datascience-notebook/test_julia.py b/tests/datascience-notebook/test_julia.py
deleted file mode 100644
index 5ed9d1dc..00000000
--- a/tests/datascience-notebook/test_julia.py
+++ /dev/null
@@ -1,18 +0,0 @@
-# Copyright (c) Jupyter Development Team.
-# Distributed under the terms of the Modified BSD License.
-import logging
-
-from tests.conftest import TrackedContainer
-
-LOGGER = logging.getLogger(__name__)
-
-
-def test_julia(container: TrackedContainer) -> None:
-    """"""Basic julia test""""""
-    LOGGER.info(""Test that julia is correctly installed ..."")
-    logs = container.run_and_wait(
-        timeout=5,
-        tty=True,
-        command=[""start.sh"", ""bash"", ""-c"", ""julia --version""],
-    )
-    LOGGER.debug(logs)",Yes
